"cdatetime","address","district","beat","grid","crimedescr","ucr_ncic_code","latitude","longitude"
"1011","1/5/06 13:30","FRIENZA AVE / CLAY ST",2,"2B        ",564,"594(B)(1)VANDALISM GRAF +$400",2999,38.61292096,-121.439243
"1012","1/5/06 13:30","3661 TRUXEL RD",1,"1A        ",337,"487(A) PC GRAND THEFT",2303,38.63589608,-121.5055312
"1013","1/5/06 13:40","3550 5TH AVE",6,"6A        ",1023,"11352(B)HS TRANS SUBST TO CNTY",3522,38.54850275,-121.4687016
"1014","1/5/06 13:42","6050 S LAND PARK DR",4,"4C        ",1247,"290(F)1 W/I 5 DAYS ADD CHANGE",3699,38.51730281,-121.5148282
"1015","1/5/06 13:44","3550 5TH AVE",6,"6A        ",1023,"11352(A)HS SALE/TRANS CNTL SUB",3532,38.54850275,-121.4687016
"1016","1/5/06 13:47","4914 58TH ST",6,"6B        ",1086,"TOWED/STORED VEHICLE",7000,38.53056905,-121.4401801
"1017","1/5/06 13:51","6900 POWER INN RD",6,"6C        ",1445,"FOUND PROPERTY - I RPT",7000,38.5014335,-121.4096022
"1018","1/5/06 13:55","1750 AUBURN BLVD",2,"2C        ",567,"3056 PAROLE VIO - I RPT",7000,38.61980119,-121.4250133
"1019","1/5/06 13:55","OTHEL CT / 53RD AVE",6,"6C        ",1445,"TOWED/STORED VEHICLE",7000,38.50366806,-121.4116315
"1020","1/5/06 14:00","24TH ST / FLORIN RD",4,"5A        ",1356,"11364 HS POSS DRUG PARAPH",3599,38.49575914,-121.4827348
"1021","1/5/06 14:00","LA PERA CT / LA FRESA CT",5,"5B        ",1602,"23103(A) RECKLESS ON HIGHWAY",5499,38.48807602,-121.4564025
"1022","1/5/06 14:03","300 MORRISON AVE",2,"2A        ",501,"TOWED/STORED VEHICLE",7000,38.63768815,-121.4597918
"1023","1/5/06 14:06","1508 TESSA AVE",2,"2B        ",546,"TOWED/STORED VEHICLE",7000,38.62159114,-121.4316073
"1024","1/5/06 14:07","CALVINE RD / BRUCEVILLE RD",5,"5C        ",1654,"TOWED/STORED VEHICLE",7000,38.44973707,-121.4180465
"1025","1/5/06 14:15","37TH ST / 5TH AVE",6,"6A        ",1022,"MISSING PERSON I RPT",7000,38.54802942,-121.4666875
"1026","1/5/06 14:23","8TH AVE / STOCKTON BLVD",6,"6A        ",1035,"TOWED/STORED VEH-14602.6",7000,38.54469916,-121.452695
"1027","1/5/06 14:28","CALVINE RD / BRUCEVILLE RD",5,"5C        ",1654,"10851 VC AUTO THEFT LOCATE",2404,38.44973707,-121.4180465
"1028","1/5/06 14:30","1 QUAY CT",4,"4C        ",1265,"594(B)(1)PC  VANDALISM +$400",2999,38.51282875,-121.5319277
"1029","1/5/06 14:40","50TH AVE / SUN RIVER DR",6,"6C        ",1445,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.507324,-121.413464
"1030","1/5/06 14:43","53RD ST / YOUNG ST",6,"6B        ",1401,"11364 HS POSS DRUG PARAPH",3599,38.52393354,-121.4438954
"1031","1/5/06 14:50","2500 NEW MARKET DR",1,"1A        ",110,"GANG ACTIVITY - I RPT",7000,38.66611003,-121.5327875
"1032","1/5/06 14:52","34TH ST / W ST",6,"6A        ",1002,"1203.2 PC VIOLATION OF PROBATI",5012,38.55700746,-121.4676206
"1033","1/5/06 14:55","12TH ST / D ST",3,"3A        ",715,"242 PC  BATTERY CIVILIAN",1313,38.58615671,-121.4879497
"1034","1/5/06 14:55","1214 MCCARTHY CT",3,"3A        ",709,"11359 HS POSS FOR SALE MARIJ",3560,38.59284733,-121.4827304
"1035","1/5/06 14:57","3430 SAN CARLOS WAY",6,"6A        ",1042,"529 PC FALSE PERSONATION",2604,38.54337336,-121.46217
"1036","1/5/06 14:57","4136 SEA MEADOW WAY",5,"5B        ",1618,"459 PC  BURGLARY RESIDENCE",2204,38.46528532,-121.4571242
"1037","1/5/06 15:00","79TH ST / 18TH AVE",6,"6C        ",1132,"TOWED/STORED VEHICLE",7000,38.53587459,-121.4125616
"1038","1/5/06 15:00","4000 PINELL ST",2,"2A        ",237,"CASUALTY REPORT",7000,38.64094112,-121.4198325
"1039","1/5/06 15:00","5800 WAREHOUSE WAY",6,"6C        ",1147,"532 PC FRAUD OBTAIN MONEY ETC",2699,38.52921623,-121.3846751
"1040","1/5/06 15:00","ARDEN WAY / ACOMA ST",2,"2C        ",611,"NARCOTICS SUSP/EVID/ACT- I RPT",7000,38.60611091,-121.4665401
"1041","1/5/06 15:01","PELL DR / MAIN AVE",2,"2A        ",211,"23153(A) VC DUI CAUSE INJURY",5404,38.65535922,-121.4719145
"1042","1/5/06 15:15","19TH ST / O ST",3,"3B        ",766,"TRAFFIC-ACCIDENT INJURY",5400,38.57150442,-121.4836302
"1043","1/5/06 15:15","1801 SOUTH AVE",2,"2A        ",516,"653M(B) PC ANNOY/RPT CALL HOME",5307,38.63369822,-121.424418
"1044","1/5/06 15:18","3224 MARTIN LUTHER KING JR BLVD",6,"6A        ",1031,"TOWED/STORED VEH-14602.6",7000,38.5447238,-121.4650094
"1045","1/5/06 15:19","3351 DUCKHORN DR",1,"1A        ",344,"NARCOTICS SUSP/EVID/ACT- I RPT",7000,38.62873062,-121.5222297
"1046","1/5/06 15:31","IRVIN WAY / FREEPORT BLVD",4,"4B        ",966,"TOWED/STORED VEH-14602.6",7000,38.5286285,-121.4958991
"1047","1/5/06 15:31","7462 WINKLEY WAY",5,"5A        ",1383,"TOWED/STORED VEHICLE",7000,38.48764914,-121.491119
"1048","1/5/06 15:32","7800 51ST AVE",6,"6C        ",1445,"459 PC  BURGLARY RESIDENCE",2204,38.50578888,-121.4101987
"1049","1/5/06 15:33","WAH AVE / 24TH ST",4,"4B        ",1346,"12500(A) VC UNLIC DRIVER",5499,38.50123749,-121.482779
"1050","1/5/06 15:38","LA RIVIERA DR / OCCIDENTAL DR",3,"3C        ",899,"TRAFFIC-ACCIDENT INJURY",5400,38.56019414,-121.3952354
"1051","1/5/06 15:45","ELDER GLEN WAY / 43RD AVE",6,"6C        ",1424,"TOWED/STORED VEHICLE",7000,38.51402327,-121.4105955
"1052","1/5/06 16:00","5600 FOLSOM BLVD",3,"3C        ",855,"484 PETTY THEFT/LICENSE PLATE",2399,38.55792771,-121.43864
"1053","1/5/06 16:00","18TH AVE / 79TH ST",6,"6C        ",1132,"TOWED/STORED VEHICLE",7000,38.53587459,-121.4125616
"1054","1/5/06 16:00","8624 W WING DR",5,"5C        ",1654,"459 PC  BURGLARY RESIDENCE",2204,38.44083226,-121.4116006
"1055","1/5/06 16:04","BROADWAY / 49TH ST",6,"6B        ",1007,"TOWED/STORED VEH-14602.6",7000,38.54674127,-121.4501933
"1056","1/5/06 16:07","5770 FREEPORT BLVD",4,"4C        ",985,"529 PC FALSE PERSONATION",2604,38.52199137,-121.4990149
"1057","1/5/06 16:09","8625 LA RIVIERA DR",3,"3C        ",899,"10851(A)VC TAKE VEH W/O OWNER",2404,38.56429883,-121.3831694
"1058","1/5/06 16:12","7659 MASTERS ST",5,"5C        ",1654,"FOUND PROPERTY - I RPT",7000,38.44227407,-121.4127165
"1059","1/5/06 16:24","827 SAN JUAN RD",1,"1C        ",405,"BATTERY - I RPT",7000,38.62984691,-121.4835296
"1060","1/5/06 16:30","1100 O ST",3,"3A        ",764,"FOUND PROPERTY - I RPT",7000,38.57402607,-121.4944065
"1061","1/5/06 16:30","7770 CENTER PKWY",5,"5B        ",1604,"484 PC   PETTY THEFT/INSIDE",2308,38.47528199,-121.4378887
"1062","1/5/06 16:30","5555 STOCKTON BLVD",6,"6B        ",1086,"459 PC  BURGLARY VEHICLE",2299,38.52563317,-121.4421623
"1063","1/5/06 16:40","K ST / 7TH ST",3,"3M        ",742,"11357(B)HS POSS -28.5GR MARIJ",3562,38.58026647,-121.4979339
"1064","1/5/06 16:40","WILKINSON ST / FRUITRIDGE RD",6,"6C        ",1153,"TOWED/STORED VEHICLE",7000,38.52506502,-121.4144333
"1065","1/5/06 16:45","2248 GRAND AVE",2,"2A        ",517,"3056 PAROLE VIO - I RPT",7000,38.63629375,-121.4141322
"1066","1/5/06 16:45","902 DEL PASO BLVD",2,"2C        ",612,"TRAFFIC-ACCIDENT INJURY",5400,38.60134944,-121.4671356
"1067","1/5/06 17:00","8110 36TH AVE",6,"6C        ",1406,"10851(A)VC TAKE VEH W/O OWNER",2404,38.52023278,-121.4080836
"1068","1/5/06 17:00","6321 BROADWAY",6,"6B        ",1018,"459 PC  BURGLARY RESIDENCE",2204,38.54721929,-121.4303709
"1069","1/5/06 17:00","1611 W EL CAMINO AVE",1,"1B        ",434,"MISSING PERSON",7000,38.61309746,-121.4987037
"1070","1/5/06 17:00","LINDLEY DR / REDONDO AVE",2,"2B        ",541,"NARCOTICS SUSP/EVID/ACT- I RPT",7000,38.6194093,-121.4647115
"1071","1/5/06 17:00","2110 L ST",3,"3B        ",747,"459 PC  BURGLARY BUSINESS",2203,38.57368379,-121.4791371
"1072","1/5/06 17:00","1901 ARDEN WAY",2,"2C        ",620,"10851(A)VC TAKE VEH W/O OWNER",2404,38.59875634,-121.4211729
"1073","1/5/06 17:00","GATEWAY OAKS DR / GARDEN HWY",1,"1B        ",442,"459 PC  BURGLARY VEHICLE",2299,38.60387022,-121.5139523
"1074","1/5/06 17:13","718 K ST",3,"3M        ",742,"CASUALTY REPORT",7000,38.5797446,-121.4972694
"1075","1/5/06 17:14","8TH AVE / STOCKTON BLVD",6,"6A        ",1035,"TRAFFIC-ACCIDENT INJURY",5400,38.54469916,-121.452695
"1076","1/5/06 17:25","941 43RD AVE",4,"4C        ",1251,"20002(A) HIT/RUN",5401,38.51658451,-121.5236897
"1077","1/5/06 17:29","FLORIN PERKINS RD / 24TH AVE",6,"6C        ",1147,"TRAFFIC-ACCIDENT INJURY",5400,38.53029154,-121.3906925
"1078","1/5/06 17:30","BROOKFIELD DR / FRANKLIN BLVD",5,"5B        ",1603,"484G(B) PC ACCESS CARD FRAUD",2605,38.48230213,-121.4530858
"1079","1/5/06 17:30","6630 VALLEY HI DR",5,"5C        ",1624,"NON INJ HR/MAIL OUT REPORT",7000,38.47138354,-121.4263125
"1080","1/5/06 17:30","BROOKFIELD DR / FRANKLIN BLVD",5,"5B        ",1603,"484G(B) PC ACCESS CARD FRAUD",2605,38.48230213,-121.4530858
"1081","1/5/06 17:37","49TH ST / BROADWAY",6,"6B        ",1007,"TOWED/STORED VEH-14602.6",7000,38.54674127,-121.4501933
"1082","1/5/06 17:49","1 GOFF CT",2,"2A        ",231,"MISSING PERSON",7000,38.65008296,-121.4686236
"1083","1/5/06 17:54","LA FRESA CT / SHINING STAR DR",5,"5B        ",1602,"11364 HS POSS DRUG PARAPH",3599,38.48728104,-121.4561046
"1084","1/5/06 17:59","3025 ACADEMY WAY",2,"2B        ",556,"211 PC ROBBERY- BUSINESS",1299,38.6230651,-121.4248084
"1085","1/5/06 17:59","CLAUDIA DR / FREEPORT BLVD",4,"4C        ",986,"TRAFFIC-ACCIDENT INJURY",5400,38.52224238,-121.4980099
"1086","1/5/06 17:59","W EL CAMINO AVE / GATEWAY OAKS DR",1,"1B        ",421,"TOWED/STORED VEH-14602.6",7000,38.61437028,-121.5171426
"1087","1/5/06 18:00","26 PARKSHORE CIR",4,"4C        ",1274,"487(A) PC GRAND THEFT",2303,38.50108389,-121.5264068
"1088","1/5/06 18:00","28TH ST / L ST",3,"3B        ",748,"459 PC  BURGLARY VEHICLE",2299,38.57164676,-121.4701627
"1089","1/5/06 18:00","3741 58TH ST",6,"6B        ",1056,"459 PC  BURGLARY RESIDENCE",2204,38.54068756,-121.4384155
"1090","1/5/06 18:00","8541 YOUNGER CREEK DR",6,"6C        ",1427,"10851(A)VC TAKE VEH W/O OWNER",2404,38.51718828,-121.388176
"1091","1/5/06 18:00","3637 CYPRESS ST",2,"2A        ",513,"SUSP PERS-NO CRIME - I RPT",7000,38.63446175,-121.4452806
"1092","1/5/06 18:08","COLFAX ST / EL CAMINO AVE",2,"2C        ",551,"TRAFFIC-ACCIDENT INJURY",5400,38.61112822,-121.4642627
"1093","1/5/06 18:23","4850 FREEPORT BLVD",4,"4A        ",965,"484 PETTY THEFT-SHOPLIFT",2303,38.53085892,-121.4960651
"1094","1/5/06 18:28","4120 DOSS WAY",5,"5B        ",1369,"10851 VC AUTO THEFT LOCATE",2404,38.49142905,-121.4582078
"1095","1/5/06 18:30","7559 SKELTON WAY",5,"5A        ",1393,"245(A)(1)AWDW/NO FIREARM/CIVIL",1315,38.48367557,-121.4885865
"1096","1/5/06 18:30","7289 17TH ST",5,"5A        ",1361,"MISSING PERSON",7000,38.4925509,-121.4987217
"1097","1/5/06 18:30","FRANKLIN BLVD / ATLAS AVE",4,"4B        ",969,"NON INJ HR/MAIL OUT REPORT",7000,38.53159017,-121.4734384
"1098","1/5/06 18:30","8545 FOLSOM BLVD",3,"3C        ",1116,"HARASSMENT - I RPT",7000,38.55013285,-121.3894636
"1099","1/5/06 18:34","3525 MAY ST",2,"2B        ",523,"11532(A)HS LOITER DRG ACTIVITY",3599,38.6322434,-121.4430679
"1100","1/5/06 18:35","1814 19TH ST",3,"3A        ",776,"487(A) PC GRAND THEFT-SHOPLIFT",2303,38.56796664,-121.4852542
"1101","1/5/06 18:37","845 EL CAMINO AVE",2,"2B        ",564,"11364 HS POSS DRUG PARAPH",3599,38.61138598,-121.4472415
"1102","1/5/06 18:43","K ST / 11TH ST",3,"3M        ",744,"2800.2(A) VC EVADING/RECKLESS",5499,38.57884551,-121.4925953
"1103","1/5/06 18:48","600 K ST",3,"3M        ",742,"475(A)PC POSS FORGED CHK/NOTE",2506,38.5797426,-121.4987072
"1104","1/5/06 19:00","5637 MACK RD",5,"5C        ",1606,"211 PC ROBBERY-PURSE SNATCH",1210,38.47431447,-121.4348784
"1105","1/5/06 19:00","50 PARKLITE CIR",4,"4C        ",1274,"459 PC  BURGLARY VEHICLE",2299,38.50476176,-121.526669
"1106","1/5/06 19:00","5627 GREENBRAE RD",4,"4C        ",1225,"594(B)(2)(A) VANDALISM/ -$400",2999,38.52363278,-121.5175955
"1107","1/5/06 19:10","4240 U ST",6,"6B        ",1004,"5150 WI DANGER SELF/OTHERS",7000,38.55642737,-121.455081
"1108","1/5/06 19:15","N ST / 28TH ST",3,"3B        ",748,"459 PC  BURGLARY VEHICLE",2299,38.56940229,-121.4711377
"1109","1/5/06 19:17","295 LINDLEY DR",2,"2B        ",541,"10851 VC AUTO THEFT LOCATE",2404,38.62054971,-121.4595717
"1110","1/5/06 19:18","6305 PANTANO DR",6,"6C        ",1422,"459 PC  BURGLARY RESIDENCE",2204,38.51207103,-121.4231478
"1111","1/5/06 19:26","6001 RIZA AVE",6,"6C        ",1441,"HARASSMENT - I RPT",7000,38.50553737,-121.4357391
"1112","1/5/06 19:35","7376 FRANKLIN BLVD",5,"5B        ",1602,"FAMILY DISTURBANCE - I RPT",7000,38.48943682,-121.4561511
"1113","1/5/06 19:40","1085 WESTWARD WAY",1,"1C        ",416,"11350(A)HS POSS CNTRL SUBST",3532,38.62645306,-121.4854095
"1114","1/5/06 19:41","2832 AQUINO DR",1,"1B        ",422,"242 PC  BATTERY CIVILIAN",1313,38.6172378,-121.5107812
"1115","1/5/06 19:43","3300 12TH AVE",6,"6A        ",1051,"11350(A)HS POSS CNTRL SUBST",3532,38.54097213,-121.4708274
"1116","1/5/06 19:54","1820 J ST",3,"3M        ",746,"CASUALTY REPORT",7000,38.57686937,-121.48165
"1117","1/5/06 19:56","5301 FREEPORT BLVD",4,"4B        ",976,"SUSP PERS-NO CRIME - I RPT",7000,38.52663259,-121.4959901
"1118","1/5/06 19:56","COLLEGE TOWN DR / LA RIVIERA DR",3,"3C        ",888,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.55529508,-121.4106183
"1119","1/5/06 20:00","2750 SUTTERVILLE RD",4,"4B        ",958,"MISSING PERSON",7000,38.53881527,-121.479014
"1120","1/5/06 20:00","K ST / 28TH ST",3,"3B        ",748,"459 PC  BURGLARY VEHICLE",2299,38.57274295,-121.4696858
"1121","1/5/06 20:00","480 FORD RD",2,"2B        ",532,"RECOVERED PROPERTY - I RPT",7000,38.62863295,-121.4547111
"1122","1/5/06 20:00","2750 SUTTERVILLE RD",4,"4B        ",958,"MISSING PERSON",7000,38.53881527,-121.479014
"1123","1/5/06 20:00","2750 SUTTERVILLE RD",4,"4B        ",958,"MISSING PERSON",7000,38.53881527,-121.479014
"1124","1/5/06 20:00","2750 SUTTERVILLE RD",4,"4B        ",958,"MISSING PERSON",7000,38.53881527,-121.479014
"1125","1/5/06 20:00","2750 SUTTERVILLE RD",4,"4B        ",958,"MISSING PERSON",7000,38.53881527,-121.479014
"1126","1/5/06 20:00","2750 SUTTERVILLE RD",4,"4B        ",958,"MISSING PERSON",7000,38.53881527,-121.479014
"1127","1/5/06 20:00","3015 SAN CARLOS WAY",6,"6A        ",1032,"459 PC  BURGLARY RESIDENCE",2204,38.54654313,-121.461195
"1128","1/5/06 20:00","6172 FENNWOOD CT",4,"4C        ",1255,"246 PC SHOOT OCCUP DWELL/VEH",5213,38.51333061,-121.5197132
"1129","1/5/06 20:00","1239 WOODFIELD AVE",4,"4C        ",1288,"SUSP PERS-NO CRIME - I RPT",7000,38.4941233,-121.5119634
"1130","1/5/06 20:00","1696 ARDEN WAY",2,"2C        ",628,"459 PC  BURGLARY VEHICLE",2299,38.59891162,-121.4258885
"1131","1/5/06 20:00","1017 11TH ST",3,"3M        ",744,"459 PC  BURGLARY VEHICLE",2299,38.5790295,-121.4919713
"1132","1/5/06 20:00","1396 GARDEN HWY",1,"1B        ",440,"459 PC  BURGLARY VEHICLE",2299,38.60504898,-121.5213875
"1133","1/5/06 20:05","7000 FRANKLIN BLVD",5,"5B        ",1359,"TOWED/STORED VEH-14602.6",7000,38.49940254,-121.4627597
"1134","1/5/06 20:10","1828 BROADWAY",4,"4A        ",906,"211 PC ROBBERY- BUSINESS",1299,38.5605653,-121.4887384
"1135","1/5/06 20:15","16TH AVE / STOCKTON BLVD",6,"          ",1064,"23220 VC DRINKING WHILE DRVING",5404,38.53789577,-121.44887
"1136","1/5/06 20:16","704 NORTHFIELD DR",1,"1C        ",447,"PROB VIOLA/FEL-MISD - I RPT",7000,38.60961727,-121.4803865
"1137","1/5/06 20:22","3324 S ST",3,"3C        ",861,"20002(A) HIT/RUN",5401,38.56181353,-121.466574
"1138","1/5/06 20:30","1954 SAN JUAN RD",1,"1B        ",411,"10851(A)VC TAKE VEH W/O OWNER",2404,38.62718153,-121.5064178
"1139","1/5/06 20:30","53 YUBA RIVER CIR",4,"4C        ",1264,"594(B)(2)(A) VANDALISM/ -$400",2999,38.49849968,-121.5441011
"1140","1/5/06 20:45","FLORIN RD / FRANKLIN BLVD",5,"5B        ",1359,"23152(A) VC DUI-ALCOHOL/DRUGS",5404,38.49601155,-121.4592772
"1141","1/5/06 21:00","4802 BANDALIN WAY",5,"5B        ",1621,"MISSING PERSON",7000,38.46807374,-121.4452487
"1142","1/5/06 21:00","7607 BELLINI WAY",6,"6C        ",1445,"594(B)(2)(A) VANDALISM/ -$400",2999,38.50646635,-121.4149108
"1143","1/5/06 21:00","6685 STOCKTON BLVD",6,"6C        ",1441,"484G(B) PC ACCESS CARD FRAUD",2605,38.50557133,-121.4331388
"1144","1/5/06 21:04","FRUITRIDGE RD / CABRILLO WAY",6,"6B        ",1087,"20002(A) HIT/RUN",5401,38.52502344,-121.4353438
"1145","1/5/06 21:05","BELL AVE / DRY CREEK RD",2,"2A        ",235,"148(A)(1)PC RESIST PEACE OFFCR",4801,38.64744173,-121.4384217
"1146","1/5/06 21:12","827 SAN JUAN RD",1,"1C        ",405,"BATTERY - I RPT",7000,38.62984691,-121.4835296
"1147","1/5/06 21:19","3555 AUBURN BLVD",2,"2A        ",509,"MISSING PERSON",7000,38.63862878,-121.3815598
"1148","1/5/06 21:30","7565 GREENHAVEN DR",4,"4C        ",1296,"459 PC  BURGLARY VEHICLE",2299,38.48259396,-121.5173976
"1149","1/5/06 21:30","4530 78TH ST",6,"6C        ",1132,"10851(A)VC TAKE VEH W/O OWNER",2404,38.53381252,-121.4136728
"1150","1/5/06 21:44","1 GOFF CT",2,"2A        ",231,"5150 WI DANGER SELF/OTHERS",7000,38.65008296,-121.4686236
"1151","1/5/06 21:45","3912 60TH ST",6,"6B        ",1067,"459 PC  BURGLARY BUSINESS",2203,38.53907886,-121.4345579
"1152","1/5/06 21:45","2589 BEAUMONT ST",2,"2B        ",563,"23152(A) VC DUI-ALCOHOL/DRUGS",5404,38.61446329,-121.4487821
"1153","1/5/06 21:50","3921 TEMPLE AVE",6,"6A        ",1051,"THREATS - I RPT",7000,38.53885224,-121.469623
"1154","1/5/06 21:52","463 EL CAMINO AVE",2,"2B        ",563,"10851(A)VC TAKE VEH W/O OWNER",2404,38.61138219,-121.4563024
"1155","1/5/06 21:57","2708 PORTOLA WAY",4,"4A        ",928,"459 PC  BURGLARY RESIDENCE",2204,38.54967957,-121.477487
"1156","1/5/06 22:00","2024 15TH ST",3,"3A        ",785,"10851(A)VC TAKE VEH W/O OWNER",2404,38.56664992,-121.4917691
"1157","1/5/06 22:00","373 MOBLEY AVE",2,"2A        ",501,"10851(A)VC TAKE VEH W/O OWNER",2404,38.63700441,-121.4592018
"1158","1/5/06 22:00","4425 JEFFREY AVE",4,"4B        ",958,"459 PC  BURGLARY VEHICLE",2299,38.53464567,-121.4805652
"1159","1/5/06 22:00","2240 GATEWAY OAKS DR",1,"1B        ",440,"459 PC  BURGLARY VEHICLE",2299,38.60643287,-121.5128115
"1160","1/5/06 22:00","285 ARCADE BLVD",2,"2B        ",541,"459 PC  BURGLARY RESIDENCE",2204,38.62306819,-121.4596681
"1161","1/5/06 22:05","22 CAPRICE CT",5,"5A        ",1501,"484 PC PETTY THEFT",2399,38.47620226,-121.4982461
"1162","1/5/06 22:15","1919 ARDEN WAY",2,"2C        ",620,"484 PC  PETTY THEFT/ OUTSIDE",2309,38.59803706,-121.4206574
"1163","1/5/06 22:27","57 STARLIT CIR",4,"4C        ",1265,"SAFEKEEPING - I RPT",7000,38.51027649,-121.5275585
"1164","1/5/06 22:31","3555 AUBURN BLVD",2,"2A        ",509,"MISSING PERSON",7000,38.63862878,-121.3815598
"1165","1/5/06 22:31","W EL CAMINO AVE / NORTHGATE BLVD",1,"1C        ",429,"11364 HS POSS DRUG PARAPH",3599,38.61124309,-121.4755625
"1166","1/5/06 22:50","1814 19TH ST",3,"3A        ",776,"666 PC PETTY THEFT W/PRI CONV",2399,38.56796664,-121.4852542
"1167","1/5/06 23:00","6000 LEMON HILL AVE",6,"6B        ",1421,"594(B)(2)(A) VANDALISM/ -$400",2999,38.5149777,-121.4351262
"1168","1/5/06 23:00","7611 RIVER RANCH WAY",4,"4C        ",1297,"594(B)(2)(A) VANDALISM/ -$400",2999,38.4802355,-121.5128862
"1169","1/5/06 23:00","545 K ST",3,"3M        ",742,"484 PC  PETTY THEFT/ OUTSIDE",2309,38.58052209,-121.4986248
"1170","1/5/06 23:22","3309 1ST AVE",6,"6A        ",1012,"459 PC  BURGLARY RESIDENCE",2204,38.55463655,-121.4697609
"1171","1/5/06 23:25","16TH ST / G ST",3,"3A        ",726,"243(E)1 BATTERY NONCOHAB SPOUS",1315,38.58138778,-121.483793
"1172","1/5/06 23:30","4925 15TH AVE",6,"6B        ",1064,"12020(A)1) PROHIBITED FIREARM",5212,38.53880039,-121.4479715
"1173","1/5/06 23:30","2633 MILLCREEK DR",1,"1B        ",434,"THREATS - I RPT",7000,38.61355621,-121.5019273
"1174","1/5/06 23:40","501 W SILVER EAGLE RD",1,"1C        ",419,"CASUALTY REPORT",7000,38.63078873,-121.4737594
"1175","1/5/06 23:43","DETROIT BLVD / MEADOWVIEW RD",5,"5A        ",1398,"11377(A)HS POSS AMPHETAMINES",3572,38.48151147,-121.4684313
"1176","1/5/06 23:45","1180 35TH AVE",4,"4C        ",1227,"459 PC  BURGLARY BUSINESS",2203,38.52075518,-121.5130396
"1177","1/6/06 0:00","5600 FOLSOM BLVD",3,"3C        ",855,"484J PC PUBLISH CARD INFO",2605,38.55792771,-121.43864
"1178","1/6/06 0:00","1334 CANNON ST",2,"2B        ",564,"594(B)(2)(A) VANDALISM/ -$400",2999,38.61177605,-121.4364452
"1179","1/6/06 0:00","RESPONSE RD / RIVER PARK DR",2,"2C        ",626,"459 PC  BURGLARY VEHICLE",2299,38.59683138,-121.4384528
"1180","1/6/06 0:00","4120 DEERBROOK DR",5,"5B        ",1616,"594(B)(2)(A)VANDALISM GRAF-400",2999,38.47191051,-121.4581288
"1181","1/6/06 0:00","6 WATERFRONT CT",4,"4C        ",1284,"487(A) GRAND THEFT-CLOUT-UNLOC",2305,38.48850041,-121.5444584
"1182","1/6/06 0:00","6890 SAILBOAT WAY",4,"4C        ",1264,"459 PC  BURGLARY VEHICLE",2299,38.50191712,-121.5430904
"1183","1/6/06 0:00","2500 SEAMIST DR",1,"1B        ",444,"TOWED/STORED VEHICLE",7000,38.61228167,-121.4935963
"1184","1/6/06 0:00","23 GLENTRESS CT",1,"1B        ",440,"459 PC  BURGLARY VEHICLE",2299,38.61223993,-121.5212308
"1185","1/6/06 0:00","2301 RIVER PLAZA DR",1,"1B        ",440,"487(A) PC GRAND THEFT",2303,38.60769565,-121.519298
"1186","1/6/06 0:01","5831 ANNRUD WAY",4,"4C        ",1227,"459 PC  BURGLARY VEHICLE",2299,38.52101974,-121.5080745
"1187","1/6/06 0:01","140 EASTBROOK WAY",1,"1A        ",113,"487(A) GRAND THEFT-CLOUT-UNLOC",2305,38.67056705,-121.5187863
"1188","1/6/06 0:01","254 RIVERTREE WAY",4,"4C        ",1254,"459 PC  BURGLARY VEHICLE",2299,38.49926989,-121.553597
"1189","1/6/06 0:01","4878 WATSEKA WAY",1,"1A        ",123,"POSSIBLE FINANCIAL CRIME-I RPT",7000,38.66220298,-121.5254515
"1190","1/6/06 0:07","1620 W EL CAMINO AVE",1,"1B        ",443,"ABC LICENSE VIO/INFO - I RPT",7000,38.61266409,-121.4988152
"1191","1/6/06 0:23","MEADOWVIEW RD / AMHERST ST",5,"5A        ",1391,"11350(A)HS POSS CNTRL SUBST",3532,38.48131474,-121.5013123
"1192","1/6/06 0:42","BRANCH ST / ELEANOR AVE",2,"2B        ",553,"487(A) PC GRAND THEFT",2303,38.61655961,-121.4438554
"1193","1/6/06 0:51","N 16TH ST / A ST",3,"3A        ",707,"245(A)(1)AWDW/NO FIREARM/CIVIL",1315,38.58794604,-121.4809362
"1194","1/6/06 0:58","CHANGO CIR / LA CASA WAY",1,"1A        ",102,"20002(A) HIT/RUN",5401,38.68189146,-121.5384257
"1195","1/6/06 1:19","6220 BELLEAU WOOD LN",4,"4C        ",1331,"459 PC  BURGLARY BUSINESS",2203,38.51275183,-121.5048812
"1196","1/6/06 1:52","2604 EVERGREEN ST",2,"2B        ",564,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.61323987,-121.4438778
"1197","1/6/06 2:00","3250 W ST",6,"6A        ",1001,"VANDALISM - I RPT",7000,38.55724607,-121.4693534
"1198","1/6/06 2:00","1087 35TH AVE",4,"4C        ",1225,"594(B)(2)(A) VANDALISM/ -$400",2999,38.52280382,-121.5189888
"1199","1/6/06 2:30","3735 SAN CARLOS WAY",6,"6A        ",1042,"459 PC  BURGLARY VEHICLE",2299,38.54045668,-121.4614752
"1200","1/6/06 2:57","5152 MACK RD",5,"5B        ",1621,"BURGLARY - I RPT",7000,38.47384217,-121.4399575
"1201","1/6/06 3:00","1064 ANDY CIR",2,"2A        ",224,"10851(A)VC TAKE VEH W/O OWNER",2404,38.64916432,-121.4420147
